Statement,Link,Date
"Masks don't cause overexposure to carbon dioxide, not even in patients with lung diseases: Study - EdexLive",https://news.google.com/__i/rss/rd/articles/CBMikQFodHRwczovL3d3dy5lZGV4bGl2ZS5jb20vbmV3cy8yMDIwL29jdC8wNC9tYXNrcy1kb250LWNhdXNlb3Zlci1leHBvc3VyZS10by1jYXJib24tZGlveGlkZS1ub3QtZXZlbi1pbi1wYXRpZW50cy13aXRoLWx1bmctZGlzZWFzZXNzdHVkeS0xNTAwOS5odG1s0gGOAWh0dHBzOi8vbS5lZGV4bGl2ZS5jb20vbmV3cy8yMDIwL29jdC8wNC9tYXNrcy1kb250LWNhdXNlb3Zlci1leHBvc3VyZS10by1jYXJib24tZGlveGlkZS1ub3QtZXZlbi1pbi1wYXRpZW50cy13aXRoLWx1bmctZGlzZWFzZXNzdHVkeS0xNTAwOS5hbXA?oc=5,2020-10-04
